-1133.07700,-113.42600
-1097.16900,-110.41400
-1179.95400,-75.14200
-1104.81800,-68.37900
-1141.27300,-65.17700
-1132.01100,-28.32700
-1232.79600,-1063.12700
-1192.72600,-1054.10100
-1188.44500,-1012.81600
-1148.61400,-1005.01500
-1245.90400,-995.07600
-1213.92900,-954.42200
663.42100,-978.06000
624.06600,-977.61200
580.79500,-958.09200
639.79400,-945.62700
589.76400,-915.15700
643.29600,-894.92800
1478.52300,-595.70100
1464.62900,-561.82100
1499.20500,-553.68900
1431.69900,-525.69200
1497.57900,-514.42100
1458.54400,-483.67700
549.08900,964.37600
515.03800,1007.62100
461.02200,1015.85600
563.48700,1021.33500
480.06300,1051.06700
524.88300,1061.35700
-256.84800,1501.47100
-309.11700,1509.22400
-226.99100,1528.75000
-274.60700,1548.55600
-254.73200,1581.17600
-310.78900,1582.70500
-566.50800,-2130.28500
-510.59800,-2098.78300
-569.77000,-2092.38800
-612.12400,-2079.16000
-534.67400,-2055.83100
-563.81900,-2021.83400
728.41900,-2773.76100
768.70400,-2758.95300
721.53400,-2718.29700
781.57900,-2707.27400
681.76800,-2699.26200
757.98500,-2674.87300
2606.05100,-2653.77300
2641.68700,-2640.48300
2571.71500,-2633.06600
2673.72500,-2623.21200
2604.56400,-2586.57000
2639.20700,-2568.86500
4694.50100,-1288.81700
4746.73600,-1268.48700
4650.64500,-1260.97700
4731.24500,-1225.78300
4694.81400,-1222.78000
4646.32700,-1215.71100
6131.00700,1604.08100
6167.93000,1634.96200
6127.99800,1652.79100
6199.46800,1674.87800
6167.48900,1690.18700
6121.14600,1690.35200
-1523.30700,1462.13800
-1530.52100,1509.51300
-1467.62600,1529.94900
-1569.62800,1533.72900
-1506.89100,1540.06400
-1548.65300,1565.14900
-2735.02400,689.42500
-2683.50400,690.50000
-2708.74300,715.92800
-2665.98800,744.99700
-2750.99300,748.17500
-2704.47800,765.88800
-3558.72900,-1000.54300
-3605.66700,-970.94100
-3523.06200,-964.46900
-3558.40700,-941.49500
-3534.16000,-911.26000
-3599.66200,-905.24500
-3456.15800,-3476.87700
-3417.98400,-3474.51700
-3383.37700,-3438.42500
-3414.55000,-3421.40500
-3452.49900,-3409.24200
-3422.75200,-3375.62200
-1646.19000,-6206.93600
-1694.23600,-6189.20300
-1647.31900,-6162.89100
-1703.19400,-6149.69100
-1602.93600,-6126.87800
-1680.56300,-6117.50400
2053.19200,506.61500
2095.70400,515.87900
2030.97700,541.03700
2070.74700,556.24100
2121.98100,576.64700
2065.61300,591.87400
1977.35400,1957.54700
2033.72100,1959.99500
1995.68300,1988.41200
1957.22400,1991.21600
2035.54600,1995.43700
2003.07800,2034.44900
947.07900,3535.91300
907.74100,3548.47500
981.21900,3548.66800
1008.10000,3573.52000
970.80000,3587.59500
935.16100,3600.22000
-1283.40600,4638.58200
-1209.64500,4663.34100
-1302.24500,4669.07600
-1259.06500,4684.65100
-1292.70100,4705.74000
-1229.65000,4718.70200
-4485.12800,4455.36400
-4458.50500,4485.03200
-4537.51000,4490.88100
-4495.95400,4502.07800
-4472.30800,4538.10700
-4526.69800,4541.46400
6985.46400,-4106.33000
6946.80400,-4087.89100
7042.62100,-4083.17100
6988.07900,-4050.17900
6958.69000,-4016.15600
7031.15300,-4011.42700
9909.62300,-3778.49400
9855.36600,-3769.51500
9878.29600,-3729.29000
9954.64800,-3723.55200
9857.69900,-3697.34600
9924.22400,-3688.30700
10208.03400,-9100.00400
10165.40100,-9069.04500
10109.10900,-9062.04800
10200.26100,-9043.53100
10162.27700,-9025.98800
10121.91500,-9024.42400
17462.17400,-667.96100
17380.75300,-664.84900
17424.72600,-654.14200
17382.97400,-625.21600
17448.15300,-621.17700
17418.12100,-599.83200
22650.09800,2826.85100
22595.92700,2866.79400
22631.86900,2869.95000
22690.38400,2884.45700
22619.11600,2917.00000
22679.74500,2918.22400
25021.58200,14092.02900
24994.80100,14117.98400
25061.02300,14137.28000
24996.58100,14157.47900
25035.12800,14163.31000
24953.31000,14164.01700
33480.79500,14822.53200
33437.05800,14840.18300
33541.55800,14848.81800
33457.71300,14874.87100
33496.31900,14885.44100
33458.70500,14911.61600
-7053.91000,-4315.42500
-7036.21100,-4278.99400
-6997.09700,-4275.53500
-7068.76900,-4259.14600
-7030.72300,-4228.88800
-7079.65300,-4221.78300
-9697.26600,-8271.81100
-9659.72400,-8269.27800
-9640.09800,-8235.66700
-9756.35800,-8234.05100
-9706.62500,-8219.57100
-9708.48100,-8183.08000
-14175.61300,-4528.09800
-14227.52600,-4512.78800
-14265.43500,-4498.39900
-14200.62300,-4487.28800
-14224.46400,-4452.20300
-14186.05900,-4438.85300
-10903.02300,-13864.49200
-10937.74600,-13858.14100
-10901.54800,-13825.76400
-10955.91200,-13808.74100
-10867.72100,-13795.50100
-10924.85400,-13792.07300
-9131.28500,-20839.51000
-9158.18400,-20809.95300
-9112.36000,-20796.67400
-9075.90400,-20784.84000
-9164.17700,-20770.79600
-9114.65600,-20737.07100
-2912.18700,-26520.44200
-2955.95300,-26489.54000
-2913.14700,-26485.20000
-2871.36600,-26469.51000
-2968.64900,-26456.85500
-2914.15400,-26424.13300
-3914.87600,-33578.94900
-3962.97800,-33564.18300
-3875.98800,-33554.43000
-3930.14900,-33536.09800
-3976.39400,-33528.95800
-3905.28000,-33511.32400
-152.84900,8162.40900
-188.08500,8178.08900
-223.61900,8184.15300
-147.07000,8203.80100
-182.73300,8216.98400
-210.78700,8244.93700
4053.29800,11385.06000
4017.67000,11401.42400
4057.75800,11424.67200
4023.94100,11437.32000
4095.52600,11442.54000
4048.96100,11483.43900
-3960.85000,12377.83100
-3881.64100,12384.97800
-3926.86500,12404.47200
-3889.84700,12437.72500
-3978.11500,12440.93200
-3924.50900,12445.28800
-8404.32300,15476.95600
-8363.87900,15487.78800
-8426.18100,15506.74700
-8385.07700,15528.27000
-8423.28500,15551.31400
-8381.90700,15565.41900
-13864.75600,18042.76300
-13833.58300,18059.56500
-13862.71800,18091.26400
-13900.27300,18093.88600
-13838.89200,18125.90400
-13894.77500,18136.61500
