-21826.85900,13228.78200
-21774.79800,13244.74300
-21859.29900,13267.48100
-21818.40000,13275.28700
-21786.79100,13291.46200
-21856.82900,13312.99800
-31077.89400,24710.32000
-31010.73900,24734.93700
-31067.17400,24754.28200
-31020.54200,24772.56000
-31102.89200,24777.96100
-31064.41300,24794.37600
